Id;5km;10km;15km;19.9km;Cz. netto;min/km;km/h;;;;;;;;
563;00:25:21;00:51:14;01:17:28;01:44:38;01:51:46.650;05:17;11.3;;;;;;;;
564;00:25:08;00:50:41;01:16:33;01:44:20;01:52:17.200;05:19;11.3;;;;;;;;
565;00:25:26;00:51:06;01:16:51;01:44:44;01:52:27.800;05:19;11.3;;;;;;;;
566;00:27:00;00:53:09;01:18:33;01:45:29;01:51:48.150;05:17;11.3;;;;;;;;
567;00:25:50;00:51:39;01:17:32;01:45:33;01:52:44.700;05:20;11.2;;;;;;;;
568;00:26:20;00:52:46;01:18:37;01:45:44;01:52:54.350;05:21;11.2;;;;;;;;
569;00:27:53;00:54:46;01:20:32;01:45:46;01:51:34.450;05:17;11.3;;;;;;;;
570;00:25:45;00:52:01;01:18:22;01:45:33;01:52:37.950;05:20;11.2;;;;;;;;
571;00:25:44;00:52:00;01:18:21;01:45:32;01:52:37.250;05:20;11.2;;;;;;;;
572;00:25:51;00:52:30;01:18:52;01:45:42;01:52:36.050;05:20;11.2;;;;;;;;
573;00:25:18;00:51:24;01:17:23;01:44:56;01:52:26.850;05:19;11.3;;;;;;;;
574;00:27:00;00:53:03;01:18:48;01:44:41;01:51:31.750;05:17;11.4;;;;;;;;
575;00:25:55;00:51:46;01:17:31;01:45:17;01:53:00.600;05:21;11.2;;;;;;;;
576;00:26:19;00:52:14;01:17:55;01:44:19;01:51:34.300;05:17;11.3;;;;;;;;
577;00:25:38;00:51:37;01:17:45;01:45:47;01:53:21.950;05:22;11.2;;;;;;;;
578;00:26:51;00:53:26;01:19:26;01:46:06;01:52:43.950;05:20;11.2;;;;;;;;
579;00:25:28;00:51:11;01:16:45;01:44:51;01:53:00.350;05:21;11.2;;;;;;;;
580;00:25:37;00:51:15;01:17:02;01:44:58;01:53:02.350;05:21;11.2;;;;;;;;
581;00:24:01;00:49:12;01:15:49;01:45:33;01:53:25.250;05:22;11.2;;;;;;;;
582;00:24:49;00:50:06;01:15:59;01:44:21;01:52:19.450;05:19;11.3;;;;;;;;
583;00:23:28;00:47:51;01:14:54;01:45:34;01:53:24.400;05:22;11.2;;;;;;;;
584;00:28:19;00:55:12;01:20:16;01:45:47;01:52:43.900;05:20;11.2;;;;;;;;
585;00:26:26;00:52:19;01:18:46;01:46:11;01:53:21.950;05:22;11.2;;;;;;;;
586;00:25:20;00:51:01;01:17:03;01:44:45;01:52:16.050;05:19;11.3;;;;;;;;
587;00:26:22;00:52:49;01:19:30;01:47:01;01:53:37.100;05:23;11.1;;;;;;;;
588;00:26:04;00:51:57;01:18:39;01:46:39;01:53:34.100;05:22;11.1;;;;;;;;
589;00:23:48;00:48:10;01:15:15;01:46:32;01:53:28.350;05:22;11.2;;;;;;;;
590;00:27:58;00:54:50;01:20:36;01:46:31;01:53:06.700;05:21;11.2;;;;;;;;
591;00:25:03;00:50:41;01:16:24;01:45:07;01:53:11.750;05:21;11.2;;;;;;;;
592;00:26:12;00:52:50;01:19:16;01:46:30;01:53:31.650;05:22;11.2;;;;;;;;
593;00:26:20;00:53:30;01:20:17;01:46:52;01:53:11.850;05:21;11.2;;;;;;;;
594;00:24:55;00:50:01;01:15:51;01:45:14;01:52:57.950;05:21;11.2;;;;;;;;
595;00:26:37;00:53:06;01:19:31;01:47:13;01:54:09.250;05:24;11.1;;;;;;;;
596;00:25:43;00:51:32;01:17:33;01:46:32;01:53:59.750;05:24;11.1;;;;;;;;
597;00:26:16;00:52:42;01:18:17;01:45:27;01:53:09.300;05:21;11.2;;;;;;;;
598;00:25:56;00:52:11;01:19:02;01:47:10;01:54:08.750;05:24;11.1;;;;;;;;
599;00:26:05;00:52:53;01:19:19;01:47:02;01:54:07.550;05:24;11.1;;;;;;;;
600;00:25:30;00:50:47;01:16:37;01:44:45;01:52:57.000;05:21;11.2;;;;;;;;
601;00:25:30;00:50:47;01:16:37;01:44:45;01:52:56.900;05:21;11.2;;;;;;;;
602;00:26:06;00:52:18;01:18:08;01:45:55;01:53:37.600;05:23;11.1;;;;;;;;
603;00:26:30;00:53:15;01:19:42;01:47:05;01:54:09.200;05:24;11.1;;;;;;;;
604;00:27:46;00:55:32;01:21:33;01:47:16;01:53:46.600;05:23;11.1;;;;;;;;
605;00:25:54;00:52:42;01:19:04;01:46:42;01:54:12.450;05:24;11.1;;;;;;;;
606;00:25:45;00:51:52;01:18:23;01:46:18;01:54:04.850;05:24;11.1;;;;;;;;
607;00:25:20;00:52:07;01:19:20;01:46:40;01:53:54.500;05:23;11.1;;;;;;;;
608;00:27:08;00:53:00;01:18:42;01:45:43;01:53:10.550;05:21;11.2;;;;;;;;
609;00:27:08;00:53:00;01:18:41;01:45:43;01:53:11.400;05:21;11.2;;;;;;;;
610;00:26:39;00:53:17;01:19:37;01:47:08;01:54:10.750;05:24;11.1;;;;;;;;
611;00:26:17;00:52:40;01:18:48;01:46:13;01:53:41.800;05:23;11.1;;;;;;;;
612;00:25:47;00:51:36;01:17:44;01:46:21;01:54:26.000;05:25;11.1;;;;;;;;
613;00:25:35;00:52:00;01:18:52;01:47:10;01:54:26.250;05:25;11.1;;;;;;;;
614;00:22:41;00:47:49;01:14:34;01:46:02;01:54:13.550;05:24;11.1;;;;;;;;
615;00:25:39;00:51:24;01:17:50;01:46:17;01:54:16.800;05:24;11.1;;;;;;;;
616;00:25:11;00:52:41;01:19:21;01:47:20;01:54:49.550;05:26;11;;;;;;;;
617;00:25:07;00:51:24;01:17:53;01:46:38;01:54:27.300;05:25;11.1;;;;;;;;
618;00:26:45;00:52:52;01:18:11;01:45:47;01:53:09.750;05:21;11.2;;;;;;;;
619;00:26:19;00:54:41;01:22:40;01:47:43;01:54:50.600;05:26;11;;;;;;;;
620;00:27:21;00:54:20;01:20:47;01:47:17;01:54:16.250;05:24;11.1;;;;;;;;
621;00:28:12;00:55:09;01:20:46;01:47:12;01:54:06.100;05:24;11.1;;;;;;;;
622;00:25:26;00:51:12;01:17:11;01:45:58;01:53:40.300;05:23;11.1;;;;;;;;
623;00:26:11;00:52:53;01:19:11;01:46:50;01:54:27.250;05:25;11.1;;;;;;;;
624;00:26:54;00:53:27;01:20:00;01:47:30;01:54:44.150;05:26;11;;;;;;;;
625;00:25:39;00:51:49;01:18:56;01:47:46;01:54:47.050;05:26;11;;;;;;;;
626;00:25:39;00:51:15;01:17:19;01:45:33;01:53:01.150;05:21;11.2;;;;;;;;
627;00:26:49;00:53:38;01:20:32;01:47:59;01:54:56.350;05:26;11;;;;;;;;
628;00:24:39;00:50:41;01:17:33;01:47:10;01:55:05.650;05:27;11;;;;;;;;
629;00:27:26;00:54:33;01:20:57;01:47:27;01:53:57.500;05:24;11.1;;;;;;;;
630;00:26:59;00:53:38;01:20:17;01:47:10;01:54:14.150;05:24;11.1;;;;;;;;
631;00:24:04;00:49:46;01:16:48;01:47:17;01:55:24.500;05:28;11;;;;;;;;
632;00:24:04;00:49:45;01:16:48;01:47:15;01:55:24.100;05:28;11;;;;;;;;
633;00:26:35;00:52:38;01:18:56;01:46:34;01:53:47.500;05:23;11.1;;;;;;;;
634;00:26:22;00:52:50;01:19:30;01:47:49;01:55:17.500;05:27;11;;;;;;;;
635;00:24:28;00:48:55;01:14:23;01:45:35;01:54:31.000;05:25;11.1;;;;;;;;
636;00:26:43;00:53:24;01:20:17;01:47:44;01:54:39.150;05:26;11;;;;;;;;
637;00:25:38;00:51:38;01:17:45;01:47:10;01:55:35.000;05:28;11;;;;;;;;
638;00:25:20;00:51:29;01:18:25;01:47:15;01:55:01.400;05:27;11;;;;;;;;
639;00:26:34;00:53:29;01:20:21;01:47:59;01:55:18.750;05:27;11;;;;;;;;
640;00:27:09;00:53:54;01:20:30;01:47:36;01:55:08.850;05:27;11;;;;;;;;
641;00:27:09;00:53:38;01:19:58;01:47:39;01:55:21.650;05:28;11;;;;;;;;
642;00:27:09;00:53:39;01:19:58;01:47:39;01:55:21.950;05:28;11;;;;;;;;
643;00:25:35;00:51:50;01:18:46;01:48:01;01:55:25.800;05:28;11;;;;;;;;
644;00:24:18;00:50:17;01:17:13;01:48:07;01:54:56.250;05:26;11;;;;;;;;
645;00:26:26;00:53:18;01:19:43;01:47:52;01:55:22.150;05:28;11;;;;;;;;
646;00:25:32;00:51:20;01:17:24;01:48:05;01:55:36.900;05:28;10.9;;;;;;;;
647;00:26:30;00:52:45;01:19:22;01:47:47;01:55:22.250;05:28;11;;;;;;;;
648;00:27:06;00:54:03;01:20:50;01:47:38;01:54:46.350;05:26;11;;;;;;;;
649;00:25:44;00:51:29;01:17:43;01:47:00;01:55:45.350;05:29;10.9;;;;;;;;
650;00:26:08;00:52:40;01:19:27;01:47:21;01:55:25.450;05:28;11;;;;;;;;
651;00:26:18;00:52:45;01:19:18;01:47:58;01:55:29.700;05:28;11;;;;;;;;
652;00:26:20;00:52:38;01:19:03;01:47:13;01:54:57.650;05:26;11;;;;;;;;
653;00:26:59;00:52:29;01:18:48;01:47:44;01:55:00.050;05:27;11;;;;;;;;
654;00:25:43;00:51:02;01:17:10;01:48:53;01:56:05.050;05:30;10.9;;;;;;;;
655;00:25:35;00:51:23;01:18:16;01:47:43;01:55:46.550;05:29;10.9;;;;;;;;
656;00:25:35;00:51:28;01:18:46;01:47:39;01:55:08.050;05:27;11;;;;;;;;
657;00:27:20;00:55:10;01:21:15;01:48:06;01:55:06.600;05:27;11;;;;;;;;
658;00:25:32;00:51:50;01:18:31;01:47:36;01:55:36.500;05:28;10.9;;;;;;;;
659;00:27:22;00:54:49;01:20:56;01:47:44;01:55:03.050;05:27;11;;;;;;;;
660;00:27:19;00:54:11;01:20:49;01:47:37;01:54:43.150;05:26;11;;;;;;;;
661;00:27:37;00:55:00;01:21:30;01:48:16;01:55:16.650;05:27;11;;;;;;;;
662;00:25:46;00:51:04;01:17:11;01:49:02;01:56:21.050;05:30;10.9;;;;;;;;
663;00:25:52;00:51:47;01:18:47;01:48:16;01:56:16.850;05:30;10.9;;;;;;;;
664;00:26:32;00:53:08;01:19:45;01:47:49;01:55:18.350;05:27;11;;;;;;;;
665;00:27:08;00:53:50;01:21:06;01:48:37;01:55:38.800;05:28;10.9;;;;;;;;
666;00:24:48;00:51:42;01:19:01;01:48:16;01:56:06.550;05:30;10.9;;;;;;;;
667;00:24:34;00:49:28;01:16:09;01:48:16;01:56:06.950;05:30;10.9;;;;;;;;
668;00:25:00;00:51:01;01:17:53;01:47:36;01:55:27.650;05:28;11;;;;;;;;
669;00:28:04;00:56:07;01:21:54;01:48:44;01:55:30.750;05:28;11;;;;;;;;
670;00:27:08;00:53:51;01:21:05;01:48:29;01:55:43.100;05:29;10.9;;;;;;;;
671;00:25:23;00:51:03;01:17:34;01:47:49;01:55:54.800;05:29;10.9;;;;;;;;
672;00:24:42;00:49:26;01:15:02;01:47:04;01:56:24.100;05:30;10.9;;;;;;;;
673;00:25:29;00:51:22;01:19:30;01:49:07;01:56:27.450;05:31;10.9;;;;;;;;
674;00:26:20;00:52:59;01:20:06;01:48:42;01:56:13.450;05:30;10.9;;;;;;;;
675;00:27:19;00:54:20;01:21:08;01:49:11;01:56:29.650;05:31;10.9;;;;;;;;
676;00:26:08;00:52:47;01:20:01;01:48:49;01:56:26.400;05:31;10.9;;;;;;;;
677;00:26:08;00:52:47;01:20:02;01:48:51;01:56:26.650;05:31;10.9;;;;;;;;
678;00:26:41;00:54:06;01:21:28;01:49:13;01:56:43.850;05:31;10.8;;;;;;;;
679;00:26:25;00:53:40;01:20:46;01:48:51;01:56:30.850;05:31;10.9;;;;;;;;
680;00:27:01;00:53:39;01:20:50;01:48:46;01:56:13.400;05:30;10.9;;;;;;;;
681;00:25:24;00:51:51;01:19:29;01:49:39;01:56:52.000;05:32;10.8;;;;;;;;
682;00:27:34;00:54:56;01:21:56;01:49:27;01:56:44.850;05:31;10.8;;;;;;;;
683;00:26:09;00:53:12;01:20:38;01:49:10;01:56:33.000;05:31;10.9;;;;;;;;
684;00:27:46;00:55:33;01:23:06;01:50:25;01:56:48.500;05:32;10.8;;;;;;;;
685;00:25:06;00:50:57;01:18:52;01:49:15;01:56:50.850;05:32;10.8;;;;;;;;
686;00:26:25;00:53:13;01:20:03;01:48:09;01:55:47.800;05:29;10.9;;;;;;;;
687;00:26:40;00:54:08;01:21:18;01:49:56;01:56:57.700;05:32;10.8;;;;;;;;
688;00:27:19;00:54:20;01:21:46;01:48:33;01:55:44.350;05:29;10.9;;;;;;;;
689;00:28:49;00:56:28;01:22:39;01:49:56;01:56:29.750;05:31;10.9;;;;;;;;
690;00:26:04;00:51:48;01:17:35;01:49:16;01:56:38.900;05:31;10.9;;;;;;;;
691;00:24:57;00:51:26;01:19:11;01:49:23;01:56:59.250;05:32;10.8;;;;;;;;
692;00:25:06;00:50:55;01:17:28;01:49:31;01:57:19.300;05:33;10.8;;;;;;;;
693;00:26:03;00:52:55;01:20:12;01:49:26;01:56:53.050;05:32;10.8;;;;;;;;
694;00:26:53;00:53:36;01:20:19;01:48:51;01:56:13.900;05:30;10.9;;;;;;;;
695;00:26:20;00:53:56;01:21:46;01:50:10;01:57:16.100;05:33;10.8;;;;;;;;
696;00:26:37;00:53:17;01:19:47;01:48:29;01:56:29.500;05:31;10.9;;;;;;;;
697;00:26:35;00:53:19;01:20:22;01:49:19;01:56:50.400;05:32;10.8;;;;;;;;
698;00:25:47;00:52:01;01:20:17;01:49:58;01:57:27.900;05:34;10.8;;;;;;;;
699;00:27:38;00:55:23;01:22:16;01:49:59;01:57:21.100;05:33;10.8;;;;;;;;
700;00:25:51;00:52:29;01:20:54;01:49:59;01:57:45.700;05:34;10.8;;;;;;;;
701;00:27:37;00:54:45;01:21:48;01:49:56;01:57:07.800;05:33;10.8;;;;;;;;
702;00:27:21;00:54:28;01:21:31;01:49:40;01:56:50.600;05:32;10.8;;;;;;;;
703;00:26:58;00:54:08;01:21:04;01:49:48;01:57:10.100;05:33;10.8;;;;;;;;
704;00:23:54;00:49:27;01:16:50;01:50:27;01:57:55.900;05:35;10.7;;;;;;;;
705;00:26:12;00:53:24;01:20:56;01:49:56;01:57:46.450;05:34;10.7;;;;;;;;
706;00:27:42;00:55:04;01:22:16;01:50:00;01:56:56.850;05:32;10.8;;;;;;;;
707;00:27:33;00:54:51;01:22:10;01:50:35;01:57:31.250;05:34;10.8;;;;;;;;
708;00:27:29;00:54:37;01:21:47;01:49:36;01:56:46.000;05:32;10.8;;;;;;;;
709;00:26:55;00:55:06;01:22:09;01:51:14;01:58:12.300;05:36;10.7;;;;;;;;
710;00:24:29;00:53:11;01:20:56;01:49:44;01:56:52.300;05:32;10.8;;;;;;;;
711;00:25:44;00:52:11;01:19:44;01:50:06;01:57:56.950;05:35;10.7;;;;;;;;
712;00:27:22;00:54:37;01:21:58;01:50:14;01:57:21.750;05:33;10.8;;;;;;;;
713;00:24:21;00:50:29;01:18:58;01:50:02;01:58:15.000;05:36;10.7;;;;;;;;
714;00:27:38;00:55:14;01:22:07;01:50:44;01:57:59.500;05:35;10.7;;;;;;;;
715;00:27:37;00:55:12;01:22:05;01:50:42;01:57:59.350;05:35;10.7;;;;;;;;
716;00:25:36;00:51:19;01:16:52;01:48:30;01:58:11.350;05:36;10.7;;;;;;;;
717;00:26:45;00:55:00;01:23:15;01:51:06;01:57:36.700;05:34;10.8;;;;;;;;
718;00:28:14;00:54:10;01:20:48;01:50:06;01:57:02.750;05:32;10.8;;;;;;;;
719;00:27:29;00:55:15;01:22:49;01:50:31;01:57:55.050;05:35;10.7;;;;;;;;
720;00:28:43;00:56:30;01:23:06;01:50:27;01:57:35.200;05:34;10.8;;;;;;;;
721;00:26:47;00:54:18;01:21:32;01:50:48;01:58:25.950;05:36;10.7;;;;;;;;
722;00:26:15;00:54:03;01:21:05;01:49:14;01:57:15.750;05:33;10.8;;;;;;;;
723;00:27:25;00:54:39;01:21:28;01:49:46;01:57:09.850;05:33;10.8;;;;;;;;
724;00:26:24;00:53:44;01:20:28;01:49:45;01:57:55.550;05:35;10.7;;;;;;;;
725;00:26:21;00:53:29;01:20:23;01:49:50;01:58:05.950;05:35;10.7;;;;;;;;
726;00:27:33;00:54:51;01:22:10;01:50:36;01:58:05.300;05:35;10.7;;;;;;;;
727;00:25:47;00:53:00;01:20:45;01:49:32;01:57:22.850;05:33;10.8;;;;;;;;
728;00:27:39;00:55:24;01:22:59;01:51:10;01:58:19.450;05:36;10.7;;;;;;;;
729;00:25:00;00:50:23;01:16:45;01:48:57;01:57:30.700;05:34;10.8;;;;;;;;
730;00:26:07;00:51:58;01:18:59;01:50:09;01:58:12.500;05:36;10.7;;;;;;;;
731;00:26:46;00:54:04;01:21:49;01:50:23;01:58:31.800;05:37;10.7;;;;;;;;
732;00:26:46;00:54:04;01:21:49;01:50:23;01:58:31.950;05:37;10.7;;;;;;;;
733;00:27:21;00:55:05;01:22:39;01:50:41;01:58:03.400;05:35;10.7;;;;;;;;
734;00:27:39;00:55:24;01:22:59;01:51:10;01:58:21.500;05:36;10.7;;;;;;;;
735;00:25:37;00:51:25;01:18:28;01:50:21;01:58:25.350;05:36;10.7;;;;;;;;
736;00:26:49;00:54:17;01:22:07;01:51:16;01:58:40.000;05:37;10.7;;;;;;;;
737;00:27:02;00:54:27;01:22:04;01:50:25;01:57:34.350;05:34;10.8;;;;;;;;
738;00:29:02;00:57:28;01:24:22;01:50:42;01:57:36.200;05:34;10.8;;;;;;;;
739;00:27:29;00:54:53;01:22:11;01:50:25;01:58:01.950;05:35;10.7;;;;;;;;
740;00:26:47;00:53:23;01:20:23;01:49:42;01:57:45.450;05:34;10.8;;;;;;;;
741;00:27:41;00:55:26;01:23:00;01:51:25;01:58:39.500;05:37;10.7;;;;;;;;
742;00:25:59;00:53:27;01:21:34;01:51:08;01:58:31.800;05:37;10.7;;;;;;;;
743;00:27:37;00:55:44;01:23:44;01:51:22;01:57:56.250;05:35;10.7;;;;;;;;
744;00:26:08;00:51:34;01:17:56;01:48:58;01:57:04.450;05:32;10.8;;;;;;;;
745;00:27:41;00:55:28;01:23:01;01:51:50;01:58:49.700;05:37;10.7;;;;;;;;
746;00:24:04;00:50:45;01:19:18;01:51:09;01:58:52.650;05:38;10.7;;;;;;;;
747;00:27:58;00:54:55;01:22:28;01:50:59;01:58:14.600;05:36;10.7;;;;;;;;
748;00:28:19;00:55:14;01:22:27;01:50:58;01:58:15.550;05:36;10.7;;;;;;;;
749;00:28:03;00:55:53;01:23:50;01:51:35;01:58:31.750;05:37;10.7;;;;;;;;
750;00:27:58;00:55:52;01:22:53;01:51:31;01:59:16.050;05:39;10.6;;;;;;;;
751;00:27:44;00:55:34;01:22:50;01:51:18;01:58:40.850;05:37;10.7;;;;;;;;
752;00:27:54;00:55:21;01:22:44;01:51:14;01:58:51.100;05:37;10.7;;;;;;;;
753;00:26:25;00:53:30;01:21:52;01:51:21;01:59:05.900;05:38;10.6;;;;;;;;
754;00:27:54;00:55:21;01:22:45;01:51:15;01:58:51.300;05:37;10.7;;;;;;;;
755;00:27:56;00:55:15;01:23:09;01:51:59;01:58:32.350;05:37;10.7;;;;;;;;
756;00:28:44;00:55:06;01:22:51;01:51:13;01:58:51.050;05:37;10.7;;;;;;;;
758;00:28:29;00:54:52;01:22:35;01:50:58;01:58:36.900;05:37;10.7;;;;;;;;
759;00:27:14;00:55:16;01:23:31;01:51:30;01:58:35.050;05:37;10.7;;;;;;;;
760;00:27:25;00:54:39;01:22:12;01:50:15;01:57:58.350;05:35;10.7;;;;;;;;
761;00:26:35;00:53:16;01:21:15;01:50:58;01:58:36.850;05:37;10.7;;;;;;;;
762;00:26:21;00:53:52;01:21:47;01:51:40;01:59:17.150;05:39;10.6;;;;;;;;
763;00:27:48;00:55:06;01:23:05;01:51:01;01:58:33.850;05:37;10.7;;;;;;;;
764;00:27:24;00:55:10;01:22:44;01:51:33;01:59:00.050;05:38;10.6;;;;;;;;
765;00:26:49;00:54:09;01:21:51;01:50:53;01:58:31.550;05:37;10.7;;;;;;;;
766;00:27:12;00:54:25;01:21:42;01:50:50;01:58:34.450;05:37;10.7;;;;;;;;
767;00:27:30;00:55:16;01:22:53;01:51:39;01:59:12.000;05:38;10.6;;;;;;;;
768;00:27:37;00:55:43;01:23:44;01:51:22;01:58:31.800;05:37;10.7;;;;;;;;
769;00:25:01;00:51:39;01:19:48;01:51:10;01:59:56.050;05:41;10.6;;;;;;;;
770;00:27:33;00:55:21;01:22:55;01:51:41;01:59:32.900;05:39;10.6;;;;;;;;
771;00:27:58;00:55:43;01:23:35;01:51:51;01:59:07.850;05:38;10.6;;;;;;;;
772;00:27:44;00:54:54;01:22:08;01:51:04;01:58:43.600;05:37;10.7;;;;;;;;
773;00:26:33;00:54:30;01:22:35;01:51:57;01:59:15.650;05:39;10.6;;;;;;;;
774;00:25:44;00:52:00;01:20:12;01:51:20;01:59:44.950;05:40;10.6;;;;;;;;
775;00:28:06;00:55:49;01:23:20;01:51:46;01:58:50.850;05:37;10.7;;;;;;;;
776;00:27:27;00:55:06;01:22:17;01:51:33;01:58:54.550;05:38;10.6;;;;;;;;
777;00:27:59;00:55:18;01:23:12;01:52:02;01:59:29.150;05:39;10.6;;;;;;;;
778;00:28:39;00:56:54;01:24:33;01:52:29;01:59:40.200;05:40;10.6;;;;;;;;
779;00:28:39;00:56:54;01:24:33;01:52:29;01:59:41.050;05:40;10.6;;;;;;;;
780;00:25:05;00:52:45;01:21:02;01:52:01;02:00:20.050;05:42;10.5;;;;;;;;
781;00:28:09;00:56:43;01:24:39;01:52:54;02:00:07.300;05:41;10.5;;;;;;;;
782;00:26:04;00:54:04;01:22:34;01:52:37;02:00:12.100;05:41;10.5;;;;;;;;
783;00:25:06;00:50:15;01:18:24;01:51:06;01:59:24.100;05:39;10.6;;;;;;;;
784;00:25:05;00:50:15;01:18:24;01:51:05;01:59:24.550;05:39;10.6;;;;;;;;
785;00:26:52;00:54:18;01:22:19;01:52:31;02:00:09.400;05:41;10.5;;;;;;;;
786;00:27:56;00:56:03;01:23:34;01:53:00;02:00:37.000;05:42;10.5;;;;;;;;
787;00:25:07;00:52:29;01:20:42;01:52:08;02:00:44.450;05:43;10.5;;;;;;;;
788;00:26:23;00:54:06;01:21:44;01:51:30;01:59:26.750;05:39;10.6;;;;;;;;
789;00:29:02;00:57:28;01:24:44;01:52:13;01:59:26.850;05:39;10.6;;;;;;;;
790;00:27:49;00:55:27;01:23:12;01:52:18;02:00:23.700;05:42;10.5;;;;;;;;
791;00:27:02;00:54:41;01:22:18;01:52:04;01:59:54.250;05:40;10.6;;;;;;;;
792;00:27:21;00:54:49;01:22:13;01:51:54;01:59:29.550;05:39;10.6;;;;;;;;
793;00:25:19;00:52:53;01:21:02;01:52:13;01:59:56.150;05:41;10.6;;;;;;;;
794;00:28:20;00:56:25;01:24:23;01:52:54;02:00:01.800;05:41;10.5;;;;;;;;
795;00:28:35;00:56:32;01:24:20;01:53:40;02:00:18.700;05:42;10.5;;;;;;;;
796;00:26:14;00:53:38;01:21:57;01:52:37;02:00:53.350;05:43;10.5;;;;;;;;
797;00:27:36;00:55:16;01:22:52;01:52:34;02:00:41.900;05:43;10.5;;;;;;;;
798;00:25:40;00:53:16;01:21:55;01:52:17;02:00:19.750;05:42;10.5;;;;;;;;
799;00:27:57;00:56:22;01:24:32;01:53:11;02:00:31.900;05:42;10.5;;;;;;;;
800;00:27:45;00:55:20;01:23:08;01:52:17;02:00:09.900;05:41;10.5;;;;;;;;
801;00:27:36;00:55:26;01:23:24;01:53:19;02:00:59.600;05:44;10.5;;;;;;;;
802;00:27:36;00:55:26;01:23:24;01:53:19;02:01:00.300;05:44;10.5;;;;;;;;
803;00:27:16;00:54:52;01:22:47;01:52:44;02:00:53.650;05:43;10.5;;;;;;;;
804;00:27:31;00:55:35;01:24:01;01:53:13;02:00:44.650;05:43;10.5;;;;;;;;
806;00:29:07;00:57:05;01:25:09;01:53:24;02:00:56.850;05:43;10.5;;;;;;;;
807;00:27:00;00:54:41;01:22:21;01:53:16;02:00:38.700;05:43;10.5;;;;;;;;
808;00:27:44;00:55:31;01:23:05;01:51:55;02:01:25.300;05:45;10.4;;;;;;;;
809;00:27:44;00:55:31;01:23:05;01:51:55;02:01:25.750;05:45;10.4;;;;;;;;
810;00:26:05;00:53:18;01:20:38;01:52:27;02:01:23.000;05:45;10.4;;;;;;;;
811;00:27:27;00:55:30;01:24:45;01:54:18;02:01:16.700;05:44;10.4;;;;;;;;
812;00:27:59;00:56:30;01:25:10;01:54:34;02:01:42.200;05:46;10.4;;;;;;;;
813;00:27:44;00:55:54;01:24:14;01:53:54;02:01:34.600;05:45;10.4;;;;;;;;
814;00:26:04;00:53:28;01:22:13;01:53:56;02:01:56.100;05:46;10.4;;;;;;;;
815;00:27:03;00:54:34;01:22:32;01:54:14;02:02:02.600;05:47;10.4;;;;;;;;
816;00:27:38;00:55:43;01:23:56;01:54:06;02:01:42.550;05:46;10.4;;;;;;;;
817;00:27:34;00:55:15;01:23:32;01:53:52;02:01:00.300;05:44;10.5;;;;;;;;
818;00:28:23;00:56:18;01:24:58;01:54:54;02:02:10.800;05:47;10.4;;;;;;;;
819;00:28:03;00:55:56;01:25:21;01:54:15;02:01:34.300;05:45;10.4;;;;;;;;
820;00:27:43;00:54:48;01:22:49;01:54:39;02:01:52.200;05:46;10.4;;;;;;;;
821;00:29:04;00:57:51;01:25:35;01:53:35;02:00:45.700;05:43;10.5;;;;;;;;
822;00:27:22;00:54:51;01:23:16;01:53:12;02:01:00.700;05:44;10.5;;;;;;;;
823;00:26:58;00:53:24;01:21:09;01:53:18;02:01:30.500;05:45;10.4;;;;;;;;
824;00:27:49;00:55:38;01:23:32;01:53:33;02:02:14.600;05:47;10.4;;;;;;;;
825;00:26:27;00:54:12;01:22:45;01:54:15;02:02:17.200;05:47;10.4;;;;;;;;
826;00:25:48;00:53:46;01:22:46;01:54:25;02:02:48.950;05:49;10.3;;;;;;;;
827;00:25:34;00:54:04;01:22:24;01:53:45;02:02:38.150;05:48;10.3;;;;;;;;
828;00:26:14;00:51:49;01:21:17;01:54:10;02:02:03.500;05:47;10.4;;;;;;;;
829;00:26:00;00:53:58;01:23:43;01:55:15;02:03:05.600;05:50;10.3;;;;;;;;
830;00:27:57;00:57:13;01:26:37;01:55:16;02:02:21.000;05:47;10.3;;;;;;;;
831;00:25:21;00:51:24;01:21:11;01:55:23;02:03:17.500;05:50;10.3;;;;;;;;
832;00:24:36;00:52:11;01:21:05;01:54:27;02:03:34.400;05:51;10.2;;;;;;;;
833;00:29:22;00:58:03;01:26:32;01:54:56;02:02:05.250;05:47;10.4;;;;;;;;
834;00:26:07;00:53:51;01:21:57;01:54:11;02:03:15.350;05:50;10.3;;;;;;;;
835;00:26:07;00:53:51;01:21:57;01:54:10;02:03:15.700;05:50;10.3;;;;;;;;
836;00:26:26;00:53:11;01:20:54;01:54:01;02:02:43.750;05:49;10.3;;;;;;;;
837;00:28:00;00:56:13;01:24:15;01:53:58;02:02:10.500;05:47;10.4;;;;;;;;
838;00:26:26;00:53:11;01:20:54;01:54:01;02:02:44.200;05:49;10.3;;;;;;;;
839;00:28:00;00:56:13;01:24:14;01:53:59;02:02:10.450;05:47;10.4;;;;;;;;
840;00:26:34;00:54:17;01:22:56;01:55:01;02:03:01.500;05:49;10.3;;;;;;;;
841;00:27:03;00:54:36;01:22:33;01:53:33;02:02:29.350;05:48;10.3;;;;;;;;
842;00:28:48;00:57:20;01:25:11;01:54:13;02:02:05.200;05:47;10.4;;;;;;;;
843;00:26:57;00:54:44;01:23:12;01:54:08;02:02:05.800;05:47;10.4;;;;;;;;
844;00:28:03;00:56:09;01:24:47;01:54:44;02:02:32.900;05:48;10.3;;;;;;;;
